Lat ,Long
41.88550434,-87.61755078
41.88326585,-87.63876082
41.87929007,-87.63236273
41.88080528,-87.63092933
41.88228818,-87.62451779
41.87948933,-87.62449813
41.87424299,-87.63347653
41.86888971,-87.63909893
41.87828616,-87.62780447
41.8800751,-87.63245788
41.86748423,-87.61915038
41.86748423,-87.61915038
41.86748423,-87.61915038
41.87458351,-87.65668599
41.87927939,-87.63345939
41.88039584,-87.62450172
41.88039584,-87.62450172
41.88712191,-87.65203576
41.88039584,-87.62450172
41.88039584,-87.62450172
41.88039584,-87.62450172
41.88039584,-87.62450172
41.88712191,-87.65203576
41.88712191,-87.65203576
41.88039584,-87.62450172
41.88039584,-87.62450172
41.88712191,-87.65203576
41.88039584,-87.62450172
41.88039584,-87.62450172
41.88039584,-87.62450172
41.88039584,-87.62450172
41.88712191,-87.65203576
41.88039584,-87.62450172
41.88582829,-87.62613826
41.88582829,-87.62613826
41.87833792,-87.62681985
41.88454011,-87.62430852
41.87853829,-87.63241426
41.87678483,-87.63383891
41.87678483,-87.63383891
41.88663283,-87.65193719
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88514243,-87.62962434
41.88135816,-87.66533271
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.87943076,-87.63243937
41.88581504,-87.64966727
41.88581504,-87.64966727
41.86919899,-87.66354974
41.86919899,-87.66354974
41.88581504,-87.64966727
41.87792458,-87.66684936
41.88140721,-87.63715509
41.87792458,-87.66684936
41.8863516,-87.63261395
41.87792458,-87.66684936
41.88140721,-87.63715509
41.8863516,-87.63261395
41.87792458,-87.66684936
41.8863516,-87.63261395
41.88310863,-87.62794877
41.88310863,-87.62794877
41.88310863,-87.62794877
41.87343457,-87.66643368
41.87343457,-87.66643368
41.87343457,-87.66643368
41.87343457,-87.66643368
41.88643171,-87.64000428
41.8769812,-87.65715348
41.8769812,-87.65715348
41.87588847,-87.63188472
41.88754294,-87.624407
41.88181877,-87.62635317
41.88181877,-87.62635317
41.88181877,-87.62635317
41.8765621,-87.63353978
41.86044993,-87.61748819
41.88387174,-87.63994016
41.88387174,-87.63994016
41.88387174,-87.63994016
41.88387174,-87.63994016
41.88124398,-87.62603829
41.88310863,-87.62794877
41.88310863,-87.62794877
41.88415864,-87.6325772
41.88689053,-87.64882282
41.88415864,-87.6325772
41.88415864,-87.6325772
41.88689053,-87.64882282
41.88415864,-87.6325772
41.88415864,-87.6325772
41.88157109,-87.65313285
41.88415864,-87.6325772
41.88415864,-87.6325772
41.88415864,-87.6325772
41.88415864,-87.6325772
41.88415864,-87.6325772
41.88080528,-87.63092933
41.88080528,-87.63092933
41.88692307,-87.62527794
41.8857782,-87.62779374
41.88450331,-87.64828584
41.8818033,-87.62450427
41.8818033,-87.62450427
41.8818033,-87.62450427
41.8818033,-87.62450427
41.88075716,-87.6347093
41.87779165,-87.63652434
41.86797281,-87.64089226
41.88720777,-87.62469337
41.88562094,-87.63506653
41.88167476,-87.63250419
41.88217262,-87.62756936
41.86797281,-87.64089226
41.87833155,-87.6273239
41.88524323,-87.63716479
41.8825402,-87.62453095
41.88687884,-87.64969725
41.88552927,-87.65199193
41.88459286,-87.62908952
41.88422406,-87.65169276
41.88422406,-87.65169276
41.88264999,-87.63547347
41.88264999,-87.63547347
41.88449669,-87.64866551
41.86631006,-87.61027015
41.88554185,-87.64822896
41.88449669,-87.64866551
41.87834346,-87.62660256
41.88550434,-87.61755078
41.88550434,-87.61755078
41.88248143,-87.62607683
41.8818033,-87.62450427
41.86706145,-87.62429156
41.86706145,-87.62429156
41.88190275,-87.63516406
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87524727,-87.62776719
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.87856015,-87.63652387
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.87797514,-87.63842217
41.8818033,-87.62450427
41.8818033,-87.62450427
41.87792458,-87.66684936
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.88084814,-87.62843558
41.886952,-87.62987459
41.88694997,-87.62836812
41.88820137,-87.62097056
41.87365926,-87.6243595
41.8742654,-87.62935646
41.87792458,-87.66684936
41.87510142,-87.62907407
41.8842889,-87.66127942
41.8817936,-87.65296525
41.8817936,-87.65296525
41.88657652,-87.66532812
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88164539,-87.63220954
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88164539,-87.63220954
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88528666,-87.66343138
41.88164539,-87.63220954
41.88528666,-87.66343138
41.86826262,-87.62598812
41.88185674,-87.63189616
41.88185674,-87.63189616
41.88631251,-87.62054177
41.88631251,-87.62054177
41.88631251,-87.62054177
41.88631251,-87.62054177
41.88631251,-87.62054177
41.88631251,-87.62054177
41.87279887,-87.62433781
41.87279887,-87.62433781
41.87279887,-87.62433781
41.87279887,-87.62433781
41.87279887,-87.62433781
41.8721644,-87.63075578
41.87279887,-87.62433781
41.87822324,-87.63424738
41.88525719,-87.6337698
41.8868483,-87.65223416
41.88427123,-87.64900872
41.88427123,-87.64900872
41.88427123,-87.64900872
41.8867762,-87.63973773
41.8867762,-87.63973773
41.8867762,-87.63973773
41.88666509,-87.64925513
41.88666509,-87.64925513
41.88666509,-87.64925513
41.88666509,-87.64925513
41.88666509,-87.64925513
41.88666509,-87.64925513
41.88663352,-87.61741342
41.88508946,-87.63840559
41.87672216,-87.63471047
41.87801449,-87.63318903
41.88670423,-87.62805356
41.88744622,-87.65233895
41.88152837,-87.62634253
41.88175025,-87.65304946
41.86462304,-87.62423341
41.86888416,-87.63939254
41.8808103,-87.63070863
41.88190275,-87.63516406
41.88525377,-87.62463473
41.88451181,-87.64776052
41.88342264,-87.62802165
41.88331726,-87.63302428
41.87451215,-87.63986471
41.87451215,-87.63986471
41.87451215,-87.63986471
41.88331726,-87.63302428
41.88331726,-87.63302428
41.87451215,-87.63986471
41.87451215,-87.63986471
41.87451215,-87.63986471
41.87451215,-87.63986471
41.88331726,-87.63302428
41.88331726,-87.63302428
41.87451215,-87.63986471
41.88331726,-87.63302428
41.88331726,-87.63302428
41.87451215,-87.63986471
41.87451215,-87.63986471
41.88331726,-87.63302428
41.88331726,-87.63302428
41.88331726,-87.63302428
41.87451215,-87.63986471
41.88331726,-87.63302428
41.87451215,-87.63986471
41.88331726,-87.63302428
41.88331726,-87.63302428
41.87451215,-87.63986471
41.88575873,-87.63378405
41.88080528,-87.63092933
41.87050208,-87.62734618
41.87822324,-87.63424738
41.86945394,-87.66133829
41.87050208,-87.62734618
41.87588847,-87.63188472
41.87588847,-87.63188472
41.88712191,-87.65203576
41.880996,-87.62632305
41.86502021,-87.64670786
41.88450331,-87.64828584
41.88780561,-87.61788172
41.87826992,-87.62052861
41.88539005,-87.61898671
41.88539005,-87.61898671
41.88539005,-87.61898671
41.88820137,-87.62097056
41.88801986,-87.62525568
41.88550434,-87.61755078
41.88550434,-87.61755078
41.86551745,-87.62564806
41.86567654,-87.62564984
41.88314245,-87.64871469
41.88343797,-87.64872378
41.88314245,-87.64871469
41.88343797,-87.64872378
41.88482262,-87.65080649
41.88343797,-87.64872378
41.88343797,-87.64872378
41.88314245,-87.64871469
41.88343797,-87.64872378
41.88343797,-87.64872378
41.88311224,-87.62551726
41.88202981,-87.62925644
41.88764376,-87.65234452
41.88694997,-87.62836812
41.86403564,-87.61929707
41.86403564,-87.61929707
41.8721644,-87.63075578
41.88310889,-87.65571243
41.87804348,-87.64818021
41.88565513,-87.62399988
41.88508946,-87.63840559
41.88508946,-87.63840559
41.88508946,-87.63840559
41.88347312,-87.62772975
41.86495007,-87.6239479
41.87672216,-87.63471047
41.88545894,-87.65298155
41.88411127,-87.63257639
41.8866639,-87.64934267
41.87406368,-87.62613531
41.87779165,-87.63652434
41.87063499,-87.62727753
41.86826262,-87.62598812
41.88440111,-87.65403141
41.86475566,-87.64669918
41.86475566,-87.64669918
41.87146434,-87.62736909
41.88209337,-87.63039165
41.86403564,-87.61929707
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.87804565,-87.6301368
41.8803341,-87.63658024
41.8803341,-87.63658024
41.88110246,-87.65186502
41.88110246,-87.65186502
41.88152837,-87.62634253
41.87556911,-87.62938323
41.88185674,-87.63189616
41.86535433,-87.62563916
41.87669416,-87.63383684
41.87669416,-87.63383684
41.87669416,-87.63383684
41.87669416,-87.63383684
41.87669416,-87.63383684
41.87669416,-87.63383684
41.87669416,-87.63383684
41.88583845,-87.62584165
41.88531449,-87.6264134
41.87660328,-87.63383461
41.87669416,-87.63383684
41.87669416,-87.63383684
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.88092404,-87.6249342
41.86795123,-87.64236163
41.86795123,-87.64236163
41.87655166,-87.6478697
41.87950077,-87.64860812
41.88458837,-87.62327256
41.88458837,-87.62327256
41.86468822,-87.64574327
41.88342264,-87.62802165
41.8845918,-87.62979798
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.8845918,-87.62979798
41.88450898,-87.62960563
41.86964015,-87.63989978
41.88450898,-87.62960563
41.88450898,-87.62960563
41.8845918,-87.62979798
41.88450898,-87.62960563
41.8845918,-87.62979798
41.8845918,-87.62979798
41.8845918,-87.62979798
41.8845918,-87.62979798
41.88450898,-87.62960563
41.88450898,-87.62960563
41.8845918,-87.62979798
41.88450898,-87.62960563
41.88450898,-87.62960563
41.8845918,-87.62979798
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.88450898,-87.62960563
41.8845918,-87.62979798
41.8845918,-87.62979798
41.88450898,-87.62960563
41.8845918,-87.62979798
41.88450898,-87.62960563
41.8845918,-87.62979798
41.88450898,-87.62960563
41.88607017,-87.62053659
41.88590606,-87.62437184
41.8797802,-87.62757082
41.88200786,-87.6382454
41.88332033,-87.63415724
41.87961627,-87.63976452
41.87524727,-87.62776719
41.87745041,-87.62592198
41.87169869,-87.62737565
41.88411358,-87.65808167
41.88743652,-87.62634441
41.88196533,-87.62679322
41.87881482,-87.63095049
41.87881482,-87.63095049
41.886952,-87.62987459
41.88667745,-87.64860981
41.87366551,-87.62612548
41.87366551,-87.62612548
41.87366551,-87.62612548
41.87366551,-87.62612548
41.87366551,-87.62612548
41.87366551,-87.62612548
41.87366551,-87.62612548
41.87366551,-87.62612548
41.87366551,-87.62612548
41.88451546,-87.6474973
41.87669951,-87.62911067
41.86960863,-87.65171626
41.86960863,-87.65171626
41.86960863,-87.65171626
41.86960863,-87.65171626
41.86960863,-87.65171626
41.86960863,-87.65171626
41.86960863,-87.65171626
41.88174849,-87.65593678
41.86960863,-87.65171626
41.86960863,-87.65171626
41.86960863,-87.65171626
41.86960863,-87.65171626
41.88174849,-87.65593678
41.86960863,-87.65171626
41.86960863,-87.65171626
41.86960863,-87.65171626
41.88562426,-87.6252965
41.86960863,-87.65171626
41.86960863,-87.65171626
41.86960863,-87.65171626
41.87772021,-87.65469
41.86960863,-87.65171626
41.8819952,-87.62764725
41.86960863,-87.65171626
41.86757102,-87.63058647
41.88427123,-87.64900872
41.88427123,-87.64900872
41.88427123,-87.64900872
41.88427123,-87.64900872
41.88711459,-87.65087023
41.87236137,-87.63046721
41.88621149,-87.62645226
41.87236137,-87.63046721
41.87236137,-87.63046721
41.88621149,-87.62645226
41.87236137,-87.63046721
41.87236137,-87.63046721
41.87236137,-87.63046721
41.88621149,-87.62645226
41.87236137,-87.63046721
41.88621149,-87.62645226
41.88621149,-87.62645226
41.87236137,-87.63046721
41.8822157,-87.62955625
41.87236137,-87.63046721
41.87236137,-87.63046721
41.88621149,-87.62645226
41.87236137,-87.63046721
41.8822157,-87.62955625
41.87236137,-87.63046721
41.87236137,-87.63046721
41.88621149,-87.62645226
41.88311169,-87.62585099
41.88666152,-87.64951773
41.88048754,-87.62450336
41.87949176,-87.62420439
41.88048754,-87.62450336
41.87949176,-87.62420439
41.87934194,-87.62841189
41.88496367,-87.62806857
41.88048754,-87.62450336
41.87949176,-87.62420439
41.87949176,-87.62420439
41.88007363,-87.62451182
41.88248143,-87.62607683
41.87148773,-87.62736964
41.88007363,-87.62451182
41.87994706,-87.62629031
41.87994706,-87.62629031
41.87802566,-87.63206229
41.88331726,-87.63302428
41.87802566,-87.63206229
41.8805919,-87.63044233
41.88313178,-87.63400724
41.87800198,-87.63440913
41.88316348,-87.65256895
41.87942967,-87.62527091
41.8765621,-87.63353978
41.88600583,-87.62082896
41.87517906,-87.62747379
41.86957096,-87.65400921
41.88561956,-87.63427571
41.8805919,-87.63044233
41.87948933,-87.62449813
41.88779017,-87.62127871
41.88651729,-87.62467769
41.87748908,-87.63504471
41.87088109,-87.63946029
41.86957096,-87.65400921
41.88323435,-87.63664906
41.88311169,-87.62585099
41.86900222,-87.62427007
41.87833155,-87.6273239
41.86539976,-87.62593557
41.88153436,-87.65565022
41.88575165,-87.61292611
41.8775935,-87.62858706
41.88102972,-87.61728157
41.88458837,-87.62327256
41.87934194,-87.62841189
41.88439289,-87.65449755
41.86933228,-87.65510679
41.88633942,-87.62083615
41.86917024,-87.66538447
41.87305558,-87.62741781
41.88066458,-87.62708936
41.88755604,-87.61965509
41.88436312,-87.63250839
41.87949176,-87.62420439
41.88198219,-87.62564147
41.87279887,-87.62433781
41.86888971,-87.63909893
41.87588847,-87.63188472
41.88241091,-87.63717471
41.87525983,-87.62439667
41.87525983,-87.62439667
41.88342264,-87.62802165
41.87929007,-87.63236273
41.88209337,-87.63039165
41.88241091,-87.63717471
41.87804348,-87.64818021
41.87961696,-87.62449996
41.87525983,-87.62439667
41.87279887,-87.62433781
41.87950365,-87.63296974
41.87792458,-87.66684936
41.88642433,-87.62616828
41.88048754,-87.62450336
41.88670423,-87.62805356
41.8692309,-87.66156177
41.88755604,-87.61965509
41.88053925,-87.63459246
41.88663777,-87.65158723
41.8852378,-87.62778183
41.87914037,-87.6669
41.88670423,-87.62805356
41.87279887,-87.62433781
41.87279887,-87.62433781
41.88181877,-87.62635317
41.86933228,-87.65510679
41.86748423,-87.61915038
41.88755604,-87.61965509
41.88799989,-87.62256513
41.86795123,-87.64236163
41.8857782,-87.62779374
41.88799989,-87.62256513
41.88185674,-87.63189616
41.88755604,-87.61965509
41.87365926,-87.6243595
41.87679168,-87.62915286
41.88755604,-87.61965509
41.87896179,-87.63973261
41.88786189,-87.62541304
41.87779165,-87.63652434
41.88241091,-87.63717471
41.88582205,-87.63230374
41.87929007,-87.63236273
41.88429596,-87.66077035
41.86752386,-87.62738386
41.87802566,-87.63206229
41.88048626,-87.65407836
41.8856235,-87.62537382
41.86551745,-87.62564806
41.8769812,-87.65715348
41.87681397,-87.63162266
41.87902919,-87.62448586
41.87902919,-87.62448586
41.88075716,-87.6347093
41.87588847,-87.63188472
41.88048754,-87.62450336
41.88429076,-87.66113386
41.86939111,-87.62732369
41.88775652,-87.62551819
41.87930129,-87.63116779
41.87279887,-87.62433781
41.8822157,-87.62955625
41.88670922,-87.6347109
41.8769812,-87.65715348
41.86403564,-87.61929707
41.88642433,-87.62616828
41.87374514,-87.62612746
41.88432101,-87.65892437
41.88496367,-87.62806857
41.88188623,-87.63661833
41.88775652,-87.62551819
41.88427722,-87.64865853
41.86917024,-87.66538447
41.88670423,-87.62549637
41.86921805,-87.66241482
41.88461562,-87.63668236
41.88140721,-87.63715509
41.88637741,-87.62438167
41.87950365,-87.63296974
41.86795123,-87.64236163
41.88649138,-87.66686458
41.88307596,-87.6384126
41.88799989,-87.62256513
41.88449669,-87.64866551
41.88799989,-87.62256513
41.88455302,-87.63968258
41.86044993,-87.61748819
41.87279887,-87.62433781
41.87758853,-87.62888073
41.88436319,-87.63257407
41.8830946,-87.63563266
41.88172197,-87.62634963
41.87332434,-87.6290217
41.8805919,-87.63044233
41.87525983,-87.62439667
41.88311169,-87.62585099
41.88427445,-87.66243303
41.88573771,-87.64975266
41.8817605,-87.65532425
41.88404873,-87.66305613
41.88633229,-87.66685981
41.87525983,-87.62439667
41.86957965,-87.65350906
41.88453096,-87.62460205
41.87942967,-87.62527091
41.88755604,-87.61965509
41.87779165,-87.63652434
41.86757102,-87.63058647
41.88633942,-87.62083615
41.86944828,-87.66170605
41.88076228,-87.63070759
41.87994706,-87.62629031
41.86921805,-87.66241482
41.88404873,-87.66305613
41.88459574,-87.62879501
41.88102972,-87.61728157
41.8818033,-87.62450427
41.88573771,-87.64975266
