Census Block,#Crimes,#Arrests
8330001025,1,0
8330002038,1,0
8391001062,1,0
3204001011,1,1
8390003010,1,0
3201002019,1,0
3302002010,1,1
3301004017,1,1
8391001075,1,1
8330002052,1,0
8330001062,1,0
8330001009,1,0
3204001038,1,1
3204001020,1,1
3201002027,1,1
8330001038,1,0
8330002058,1,0
3201001016,1,1
3301001002,1,0
3301001001,1,0
3201001016,1,0
8391002049,1,0
8391001075,1,0
3201002025,1,0
3201002032,1,0
2832001007,1,0
8419002071,1,1
8390001006,1,0
8391001081,1,0
3204001032,1,0
8391002049,1,1
8333001032,1,0
8390002003,1,1
8390003000,1,0
8391002000,1,0
3204001018,1,0
8390002001,1,0
3301001002,1,0
3201001016,1,1
815003010,1,0
3201002019,1,0
3201002019,1,0
8391001024,1,0
8330002050,1,0
3201002030,1,0
8419001053,1,0
8391001090,1,0
8330001053,1,0
8419001050,1,0
3302002006,1,0
8391001075,1,0
8390002001,1,1
8391001062,1,0
3201002032,1,0
3204001006,1,0
2819003015,1,1
3206001010,1,0
8331002017,1,0
3201001013,1,1
8419002071,1,1
8391001066,1,0
3204001020,1,0
815003010,1,0
3301001009,1,0
8391002025,1,0
8390002003,1,1
3201003010,1,0
8391002025,1,0
3204001011,1,0
3204001007,1,0
8419002071,1,1
3302002011,1,0
8390003000,1,0
3301001004,1,0
3204001016,1,0
2801001036,1,0
8390002000,1,0
8419002092,1,0
8391002015,1,1
8391002000,1,0
8330001069,1,1
8390003008,1,0
8391001075,1,0
8419001003,1,0
3301001002,1,1
8330001012,1,0
8419002071,1,1
8331001022,1,0
8391001103,1,0
3206001008,1,1
3204001010,1,1
8330001069,1,1
8391001049,1,0
8331002013,1,0
815003012,1,1
3301001004,1,0
814031007,1,1
8390001000,1,0
3206002008,1,1
8391001088,1,0
8419001056,1,0
8419002090,1,0
8419001052,1,1
3204001006,1,0
8391002025,1,1
8391001065,1,0
8391002025,1,1
8331001023,1,1
2801001036,1,0
8419001053,1,0
3204001010,1,0
8391001017,1,0
3201001016,1,1
8390002003,1,0
3204001007,1,1
8331001010,1,0
818003026,1,0
3206002008,1,1
3201002019,1,0
8391001038,1,0
3201001016,1,1
8391001026,1,1
8330002003,1,0
8391001038,1,1
3201002032,1,0
8390003008,1,0
3201001014,1,0
3201001002,1,1
8331002007,1,0
8391001075,1,0
8419002024,1,1
8331002010,1,0
8391001036,1,0
8331003027,1,0
3206002011,1,0
8391001038,1,0
8391001032,1,0
8391001084,1,0
8391001041,1,0
8419001050,1,0
8391001068,1,0
8419001050,1,0
3301001004,1,1
8391001038,1,1
8390002003,1,1
8390003008,1,0
3201001016,1,1
3204001015,1,0
2832001017,1,0
3201001016,1,1
8333001006,1,0
817002044,1,0
8331002000,1,0
8330001019,1,0
2801001010,1,0
3201001005,1,0
8390001006,1,1
2832001006,1,0
3201001016,1,0
8391002013,1,0
2832001014,1,0
8391001091,1,0
3206002012,1,0
8331002017,1,0
8390003008,1,0
8391002013,1,0
8331001009,1,1
8331003000,1,0
3201001016,1,0
8391001049,1,0
8391002025,1,1
2819003005,1,1
3201002022,1,0
3201002027,1,0
3204001020,1,1
8419002092,1,1
8391001049,1,1
3301001004,1,0
2819003015,1,1
8391001068,1,0
8391001090,1,0
3301001001,1,0
8419001012,1,0
8330002030,1,1
2801001010,1,0
8391001017,1,0
3204001038,1,0
8331002000,1,0
3201002022,1,0
3204001010,1,1
8333001003,1,0
2832001001,1,0
8391001033,1,0
3301003004,1,0
8391001076,1,0
8390002003,1,1
3201002012,1,0
8391001075,1,1
3201001016,1,1
3204001038,1,1
3301001004,1,1
8391001075,1,0
3301004011,1,0
3301004011,1,0
3201002005,1,1
8390001000,1,1
3204001038,1,1
2434003016,1,1
8391001075,1,1
3206001010,1,0
8419002001,1,0
3204001010,1,0
8330002022,1,1
3201002015,1,0
8331001022,1,1
8331001008,1,1
3301001004,1,0
8330002030,1,1
8330001034,1,0
8330001049,1,1
8390002001,1,0
8330002030,1,0
8391002011,1,0
3204001010,1,0
8330002074,1,0
8331001024,1,0
8331001023,1,0
8331003014,1,0
8391001068,1,0
8391001090,1,0
2819003004,1,0
3204001015,1,0
3201002032,1,0
3204001021,1,0
8419002071,1,0
8391001089,1,0
8391002031,1,0
3201001017,1,0
3201002029,1,1
2819001002,1,0
8419001056,1,0
8419001052,1,0
3201002032,1,0
8419001057,1,0
3204001010,1,0
8391001075,1,0
2832001018,1,0
8391001103,1,0
8329002008,1,1
3201003008,1,0
8391001057,1,0
8391002049,1,0
3204001015,1,0
8391001070,1,0
8391002012,1,0
8419002092,1,1
8331002004,1,1
3201001016,1,1
2819003015,1,1
3204001006,1,0
3301003008,1,0
8391001075,1,0
8419002071,1,0
8391001091,1,0
8390003008,1,1
8390001000,1,0
8419002096,1,1
8419001056,1,1
8391001075,1,1
8391002011,1,0
3204001005,1,0
8391002013,1,0
8390002001,1,0
8390002003,1,1
8330001059,1,0
2819003015,1,1
8333001031,1,0
3302002011,1,0
8391001091,1,1
2831001008,1,0
8391001089,1,0
3206002009,1,0
8391001070,1,0
3201001013,1,0
3204001010,1,1
3204001033,1,0
8391001038,1,1
3201002030,1,1
8330002071,1,0
8330002071,1,0
8390002004,1,0
8390001000,1,0
3201001017,1,1
3201003009,1,0
8391001090,1,0
3301001001,1,0
3201002012,1,0
8330002071,1,0
3201003009,1,0
3204001007,1,0
8391002049,1,0
3204001010,1,0
8330001062,1,0
8333001018,1,0
8391001068,1,0
8391001036,1,0
8391001065,1,0
8419002024,1,0
8330002052,1,0
3204001035,1,0
3302002006,1,0
3204001006,1,0
3201002023,1,0
3201001016,1,0
8391001088,1,0
8391002006,1,0
8419001053,1,0
8419001036,1,0
816001011,1,0
8391001061,1,0
3201002024,1,0
8391001016,1,0
3201002027,1,0
3201003009,1,0
3201003009,1,0
3201002025,1,0
3201001013,1,0
8390002000,1,0
8419002071,1,0
8419002029,1,0
8391001099,1,0
8390002004,1,1
8391001099,1,0
2831002002,1,0
3201002030,1,1
8391001076,1,0
8419002071,1,0
3201002027,1,0
8391001035,1,0
3201001016,1,1
3206002008,1,0
8419002024,1,0
8419002024,1,0
8391001077,1,0
3301004017,1,0
3201001016,1,1
8330002012,1,0
8423002057,1,0
8391001098,1,1
8419002071,1,1
2819001004,1,0
8382002011,1,0
8391002025,1,1
3301001001,1,0
8391001091,1,0
8390002001,1,1
8419001056,1,0
8391001104,1,0
8391001017,1,0
2819001002,1,0
8391001088,1,0
8391001088,1,0
8391001088,1,0
3201001013,1,0
8391001076,1,0
8391001037,1,0
3301001004,1,0
8391001104,1,0
2831001007,1,0
3204001033,1,0
8330002013,1,0
8390003008,1,1
8330002052,1,0
8333001000,1,0
3201002026,1,0
8391001017,1,0
8330002013,1,0
8391001075,1,1
8391001030,1,0
8329001009,1,0
3201001002,1,0
2819001002,1,0
3204001033,1,0
3204001006,1,1
8390002004,1,0
8330002091,1,0
3301001007,1,0
8419002090,1,0
3301001004,1,1
816001011,1,0
8331003029,1,0
8331002004,1,1
8390004001,1,0
3204001011,1,0
3204001011,1,0
8391001049,1,0
8391001091,1,0
2801001010,1,1
8330002017,1,0
8330002017,1,0
3301001001,1,0
3206001008,1,0
8390002004,1,0
2819003015,1,1
3201001015,1,0
3201002026,1,0
3201002023,1,0
8419002092,1,1
8391001037,1,0
3204001006,1,0
2831002002,1,0
3206002000,1,0
3201002026,1,0
3204001038,1,0
816001011,1,0
8391002031,1,0
3201001022,1,0
3204001038,1,1
3201002007,1,0
8391001068,1,0
8391001021,1,0
8419001012,1,0
8419002023,1,0
8391001049,1,0
8391001076,1,0
8391001081,1,0
3204001003,1,0
8330002003,1,0
3301003009,1,0
3201001016,1,0
8331003024,1,0
8391001021,1,0
8391001091,1,0
3201001016,1,1
8419002029,1,0
3201001016,1,0
3201001016,1,1
8391001075,1,0
3201002027,1,0
8333001000,1,0
8391001049,1,0
8333001000,1,0
8333001000,1,0
8419002090,1,0
8390001006,1,0
8391001067,1,0
8419002071,1,0
8419001012,1,0
8391001017,1,0
3201001016,1,0
8391001057,1,0
8391001084,1,0
8390002001,1,0
8390002001,1,0
3201002027,1,0
3204001009,1,0
3204001036,1,1
8391001021,1,0
2819003015,1,0
8331001027,1,0
8419002024,1,0
8391002006,1,0
8419002024,1,1
8419001052,1,1
8391001085,1,0
8391001038,1,1
8391001067,1,1
8419002024,1,0
3201002026,1,0
8391001068,1,1
8390002003,1,1
8391001075,1,0
3204001042,1,0
3206002003,1,0
3204001006,1,0
8390002004,1,0
8391001085,1,0
8391002008,1,0
8391001099,1,0
3201002005,1,0
8330001009,1,0
3204001036,1,1
3201001017,1,0
2819001002,1,0
8390002001,1,0
3206001010,1,0
2819001003,1,0
8391001065,1,0
8391001088,1,1
2832001000,1,1
8419001021,1,0
8391002025,1,0
8391001057,1,0
3204001016,1,0
3204001016,1,0
3301003006,1,0
3204001015,1,0
8391001070,1,0
8330002107,1,0
3201002032,1,0
8390001000,1,1
2819003015,1,1
2819003015,1,1
8391002010,1,0
3204001018,1,0
3301001004,1,0
3301003005,1,0
2801002000,1,0
3201002027,1,0
8419001040,1,0
8419001012,1,0
3201001013,1,1
8419002023,1,0
818003013,1,1
8391001042,1,0
3204001015,1,0
3201001015,1,1
3301001002,1,0
8331002019,1,0
8419001012,1,0
2801002023,1,1
3201002026,1,0
3201001016,1,0
3201002005,1,0
3204001020,1,1
3201002005,1,0
2819003015,1,1
8390002003,1,1
3206001005,1,0
8391001061,1,0
8419002024,1,1
2801001010,1,0
8419001003,1,0
2831002007,1,1
8419002019,1,0
8419002093,1,0
3206002011,1,0
8391001080,1,0
3301001001,1,0
8331002013,1,1
8419001019,1,0
8391002008,1,0
8391002001,1,0
3206002011,1,0
3206002000,1,1
2831002000,1,0
3301003008,1,0
8390002003,1,1
8419002024,1,0
3204001031,1,1
8390002001,1,0
8391001090,1,0
3206002012,1,0
3204001011,1,1
8391001075,1,1
8391001022,1,1
8391001063,1,1
3201001016,1,1
3201001016,1,1
8330002045,1,0
8419002092,1,1
8333001006,1,0
8391002016,1,0
8330001065,1,0
3301003006,1,0
2801001010,1,0
3206002011,1,0
8331001023,1,0
3201002032,1,0
8391001073,1,0
3206001005,1,1
8419002090,1,0
8391001081,1,1
3201002019,1,0
2831001007,1,0
2832001003,1,0
8390002001,1,0
8391002000,1,0
3201001016,1,1
8391002025,1,0
8391001075,1,1
8419002027,1,1
3201001016,1,1
8419001012,1,0
8391001075,1,0
3201002019,1,0
8390002003,1,1
3301004011,1,0
8419002024,1,1
3204001010,1,0
3201001016,1,1
3301003014,1,1
8330002012,1,0
2819003015,1,0
3201001016,1,1
8331003013,1,0
8391002050,1,0
3201002019,1,0
8331002004,1,0
8391001024,1,0
8391001024,1,0
3204001007,1,0
3301001004,1,1
3204001038,1,0
8330002033,1,0
8391002025,1,0
3201002027,1,1
3204001024,1,0
3204001010,1,0
8331001004,1,0
8419002004,1,1
817002044,1,0
3206002003,1,1
8419002019,1,1
2819003015,1,0
8419002090,1,1
8391001038,1,1
3204001019,1,0
8390002003,1,1
3201001016,1,1
8391002021,1,1
3204001010,1,1
8391001088,1,0
8419001013,1,1
8419002027,1,1
8331001000,1,0
8390003008,1,0
8419002092,1,1
3201004007,1,0
8391001039,1,1
2831001007,1,0
3204001033,1,0
3204001006,1,0
8391001075,1,0
8391001075,1,1
3206002008,1,0
8391001081,1,0
8330002074,1,0
2819001002,1,0
8390002003,1,0
3204001015,1,0
8391001094,1,0
8331003014,1,0
8419002071,1,1
3201002022,1,0
3204001015,1,0
3204001035,1,0
3302002009,1,0
8329002012,1,0
3201001016,1,0
8391001031,1,1
3201002030,1,0
3204001011,1,1
8333001017,1,0
3201001015,1,0
3204001020,1,0
8390004003,1,0
3301001004,1,1
3204001009,1,0
3201001018,1,0
8330002011,1,0
3206001008,1,0
8419002027,1,1
3301001004,1,1
3201002027,1,1
3204001019,1,0
3204001011,1,0
3201001016,1,1
8391002021,1,0
3204001011,1,0
8391001103,1,1
8333001006,1,0
8419002071,1,1
3206002002,1,0
8330002114,1,0
8329001002,1,1
8419002071,1,0
3201003010,1,0
8329001015,1,0
3206002011,1,0
8330002026,1,0
3301001002,1,1
2832001019,1,0
3204001006,1,0
3206002008,1,1
8329001001,1,0
8391001103,1,0
8333001000,1,0
8419002091,1,0
3201001017,1,0
8391001106,1,0
8391001024,1,0
8419001056,1,0
8390004001,1,0
8391001062,1,0
8419002090,1,0
8391001098,1,0
3302002007,1,0
8419002024,1,0
3201002027,1,0
817002044,1,1
8391001024,1,0
8391001019,1,1
8419002024,1,1
8331003025,1,0
8330001025,1,0
8390002001,1,0
8391002025,1,0
8391002049,1,1
8331001030,1,0
3204001010,1,0
3206001010,1,0
8390001006,1,1
8391001043,1,0
2831002004,1,0
8391001065,1,0
8419001056,1,0
8390001000,1,0
8391002049,1,0
8391002025,1,1
8391001061,1,0
8391001038,1,0
8391002011,1,0
8391001036,1,0
8391002002,1,0
8391001069,1,0
8391001035,1,1
3201002019,1,0
8391001099,1,0
3201002025,1,0
8391001024,1,0
8391001099,1,0
8419002027,1,0
3204001012,1,0
8331002004,1,0
8391001091,1,1
8419002071,1,1
3204001011,1,1
8391001061,1,0
3204001015,1,0
3201002032,1,0
8419002024,1,0
8419002022,1,0
3201001013,1,0
8331001019,1,0
8330002020,1,0
8330001001,1,0
8391001036,1,0
8330001012,1,0
3302002006,1,0
8391001075,1,0
8390002000,1,0
8390004002,1,0
8391001098,1,0
3204001006,1,0
8419002026,1,0
3204001006,1,0
8330002025,1,0
3201001017,1,1
3301001002,1,1
8391001040,1,0
8391001037,1,0
8391001072,1,0
8391001055,1,1
2831002007,1,0
8391002049,1,0
3301001004,1,0
3302002008,1,0
3201001013,1,1
2832001019,1,0
3204001010,1,1
3201001016,1,1
3201001020,1,0
3201002019,1,0
8330002026,1,0
8330002064,1,0
8391001049,1,0
8419001048,1,0
8330002027,1,0
3201004007,1,0
3201002030,1,0
8330001034,1,0
8423002057,1,0
8391001068,1,0
817002047,1,0
3301001002,1,1
8391001039,1,0
3204001010,1,1
8419002032,1,0
3201003008,1,0
3204001010,1,0
8419002024,1,0
3204001010,1,0
3201002012,1,0
3301001004,1,0
3201001016,1,0
8419002092,1,0
3204001010,1,0
3201001008,1,0
2832001010,1,1
3201002019,1,1
3302002010,1,1
3201002032,1,0
8330002013,1,1
8419001064,1,0
8331003022,1,0
8419002090,1,0
8390002001,1,0
8391001075,1,1
8390001000,1,0
8391001075,1,0
8390003010,1,0
3204001015,1,0
8419002071,1,0
3301001004,1,0
2801001010,1,0
3301003009,1,0
3201001014,1,0
8330002114,1,0
8391001038,1,1
8391001094,1,0
8391001090,1,1
8419002024,1,1
3201002023,1,1
8419002024,1,0
8390003007,1,0
8330001025,1,0
8419002072,1,0
8390002004,1,0
2831001004,1,0
3201001002,1,0
8390003008,1,0
8419001056,1,0
3201001014,1,0
3206001010,1,0
3201003003,1,0
8390003002,1,0
8331003000,1,0
8391002025,1,0
8391002049,1,0
8391001091,1,0
8391001091,1,0
3201002015,1,0
2831001007,1,0
8391001044,1,1
3201003011,1,0
8391001075,1,1
8391002011,1,0
8330001058,1,0
2801002023,1,0
8391001061,1,0
8390002001,1,0
3201002019,1,1
3201002023,1,1
8391002025,1,1
8391001035,1,1
2801001010,1,1
3204001010,1,0
8419002092,1,1
8331002006,1,0
8391002008,1,1
8391002013,1,0
3204001015,1,0
3206001010,1,0
8331001022,1,0
3201002030,1,0
8331003002,1,0
2819003005,1,0
3206002011,1,0
8390002003,1,0
8419002092,1,1
8330002094,1,0
8419002072,1,1
3204001005,1,0
8391001059,1,0
8391001051,1,1
3206002000,1,0
8391002049,1,1
8419001003,1,0
8382002012,1,0
8331002004,1,1
8391001024,1,1
8391001090,1,0
3201001016,1,1
8390002004,1,0
8391001081,1,0
3201002012,1,0
3201001013,1,0
3201001016,1,0
8390003007,1,0
8391001038,1,1
8391001098,1,0
8391001075,1,0
3201001013,1,0
8333001010,1,0
3204001010,1,0
8419002024,1,0
8330002062,1,0
8391001018,1,0
3204001036,1,0
3201001016,1,0
3301004012,1,0
3204001036,1,0
8391002011,1,0
8391002050,1,1
3201003010,1,0
3204001018,1,0
8419002091,1,1
8391002043,1,1
8331001006,1,0
8330002076,1,0
8330002088,1,0
3204001036,1,1
8419002091,1,1
3201001016,1,1
8391001043,1,0
3201001016,1,0
8391001047,1,0
8331001024,1,0
8330002037,1,0
3301001004,1,1
3201001016,1,1
8391001065,1,0
3201001016,1,0
8419002024,1,1
3201002023,1,0
8391001065,1,0
2819003015,1,1
3201001016,1,1
3201003009,1,0
3201001016,1,1
3204001032,1,1
8419001041,1,0
8329001011,1,0
8330002071,1,0
8330001025,1,0
8331003000,1,1
3204001010,1,0
3204001005,1,0
3301001008,1,0
8391001070,1,0
3206002005,1,1
3201002030,1,0
8419001040,1,0
8391001090,1,0
2819003005,1,1
3301004011,1,0
8419002092,1,1
3206002014,1,0
3201001018,1,0
8391001082,1,0
2831001007,1,0
3204001039,1,0
3201002027,1,0
3302002008,1,0
8391001049,1,0
3201001017,1,0
8331002008,1,0
8419002024,1,0
8419002071,1,0
8419002024,1,0
8391001059,1,0
8330001058,1,0
8331002000,1,0
8419001020,1,0
8331002006,1,1
2819003015,1,0
2801001010,1,1
3302002001,1,0
8419001061,1,1
8391001061,1,0
3201003008,1,1
8390002004,1,1
8391001107,1,0
3301001004,1,0
3301003006,1,0
8390003008,1,0
8391001038,1,1
8331002004,1,1
8391001082,1,0
8391001075,1,1
3201001016,1,0
8419001056,1,0
8329001011,1,0
8331001022,1,0
8330002037,1,0
8391001038,1,1
3201001008,1,0
8331003035,1,0
8331003025,1,1
3204001011,1,0
8330002015,1,0
3204001010,1,0
2819001002,1,0
3302002006,1,0
3204001015,1,0
8330002015,1,0
8330001058,1,0
8331003035,1,0
3201001018,1,0
3201003008,1,1
3201003008,1,1
3201003008,1,1
3201003008,1,1
3201003008,1,1
3204001019,1,0
3201003008,1,1
3201003008,1,1
3201003008,1,1
3201003008,1,1
3201003008,1,1
8419002072,1,1
8419002092,1,1
3204001020,1,0
8391001038,1,1
8391001049,1,0
3201001010,1,0
2819001005,1,0
8331003014,1,1
8331001019,1,0
2801001022,1,0
3301001001,1,0
3201001016,1,1
3201002022,1,0
2831002002,1,0
3201001013,1,0
3301001007,1,1
3204001036,1,1
3201002023,1,1
3201002032,1,1
8331003032,1,0
8333001036,1,0
3201002023,1,0
8391001015,1,1
2831001001,1,0
2804001021,1,0
817002047,1,0
8331001019,1,0
3204001033,1,0
3302002022,1,0
3301003004,1,0
3201002019,1,0
3201001016,1,1
3302002011,1,0
3204001017,1,1
2838001001,1,1
8391001091,1,0
8419002090,1,0
2819001002,1,0
8419002071,1,0
8391001091,1,0
8331002008,1,0
8419002090,1,0
2819001002,1,0
8419002090,1,0
3301002005,1,0
8391001090,1,0
8391001066,1,0
3201001016,1,0
8330002030,1,0
8391001057,1,0
3204001036,1,0
8419002071,1,1
2831001007,1,0
8419002024,1,0
8391001031,1,0
8391001031,1,0
8391001042,1,0
8391001103,1,0
8390001000,1,0
3201001016,1,0
3204001020,1,1
3204001021,1,1
8330002050,1,0
3201002032,1,0
8391001091,1,1
8391001021,1,1
8333001015,1,0
2801002027,1,0
3201003010,1,1
2831002007,1,0
3204001032,1,0
3201001002,1,1
8391001098,1,0
3201002019,1,0
8419001012,1,0
8391002008,1,1
3204001015,1,0
3204001010,1,1
8390001006,1,0
8391002046,1,1
3206001010,1,0
3201001016,1,1
817002047,1,0
8419001040,1,1
3201004007,1,0
8330002030,1,0
8391001107,1,0
8419001012,1,0
8419002071,1,1
8419002024,1,0
8390003008,1,0
8419002092,1,1
2819003000,1,1
8331002004,1,1
3201002032,1,1
3204001038,1,0
3201001016,1,1
3204001010,1,1
8391002022,1,0
8391001057,1,1
3301001002,1,0
8330001025,1,0
8419002024,1,0
8331002003,1,0
8391001061,1,0
8391002007,1,0
3201002023,1,0
8419002024,1,0
2819001002,1,0
8330002091,1,1
8390003008,1,0
8391002013,1,0
3201001017,1,0
8391001075,1,0
8390003002,1,0
3204001010,1,0
8391001030,1,0
8391001031,1,0
3301001001,1,1
8391001037,1,0
3201001016,1,0
8419002071,1,0
3204001032,1,0
8391001075,1,0
8419002029,1,0
8390001001,1,0
3204001033,1,0
8391001068,1,0
8391001075,1,0
8391001037,1,0
3201001016,1,0
8391001065,1,0
3201002027,1,0
8331001002,1,1
3201001016,1,1
2801002027,1,0
3201001016,1,0
3301001004,1,1
8391001079,1,0
8419002092,1,0
3201001018,1,0
8391002025,1,0
3201001016,1,0
8391002028,1,0
3301001001,1,0
3201001017,1,1
3201001014,1,0
8391001035,1,0
3201001014,1,0
8330002031,1,0
8330002037,1,0
8331003022,1,0
8330002112,1,0
815003010,1,0
3201001013,1,0
8391002001,1,0
3201004018,1,0
8391001075,1,0
8391001020,1,1
3201002024,1,0
8390002004,1,0
2819003005,1,0
3201001013,1,0
8419002002,1,0
3201001016,1,0
3204001010,1,0
3201001016,1,1
8419001040,1,0
2801002024,1,0
8391002049,1,1
3201002012,1,0
8330001029,1,0
8330002011,1,0
3201002012,1,0
8330002052,1,0
2819001027,1,0
8330002037,1,0
2819001001,1,0
8419002012,1,0
8330002046,1,0
3201001016,1,0
8391001090,1,0
8391001065,1,0
8391001079,1,0
3201002030,1,0
814031007,1,1
8391001081,1,0
8391001091,1,0
3201001013,1,0
3201002025,1,0
3201001016,1,1
8331001000,1,0
3204001015,1,0
3201001018,1,0
815003010,1,0
8391001085,1,0
817002051,1,0
8333001019,1,1
8390003008,1,0
8330002066,1,1
3201001013,1,1
8331001011,1,0
8331001022,1,0
3204001010,1,0
3201001016,1,1
8391001057,1,0
8391002025,1,0
3201001016,1,1
8331001017,1,0
8391001075,1,1
8391002049,1,1
3201001016,1,1
8391002049,1,1
3201001016,1,0
3204001028,1,0
8391002021,1,1
8391002010,1,0
8331002001,1,0
2838001001,1,0
8391001100,1,0
2819003015,1,0
817002042,1,0
3201001013,1,0
8330001012,1,0
2804001021,1,0
8391001063,1,0
3204001006,1,0
3204001035,1,1
8391001096,1,1
8419002092,1,0
3201001016,1,1
3201001016,1,1
2819001002,1,0
8419002024,1,0
3204001011,1,1
8391001065,1,1
8331003020,1,0
3206002008,1,1
3301002006,1,0
3201004007,1,0
8419002090,1,0
3201001008,1,0
3204001038,1,1
8330001041,1,0
3206002008,1,0
8330002008,1,0
8331001010,1,0
818003026,1,0
817002044,1,0
8391001088,1,0
8331002004,1,0
8419001035,1,0
8391001088,1,0
8391001081,1,0
3201001016,1,0
3201001016,1,0
8391002031,1,0
8391001077,1,0
3204001031,1,0
3204001015,1,0
8330002013,1,0
8330002026,1,1
8419002092,1,1
3201001013,1,1
2831001007,1,0
2819003015,1,1
8391001084,1,0
8330001019,1,0
2819001002,1,0
3204001031,1,0
3201001013,1,0
3204001015,1,0
8331002013,1,0
8331002004,1,0
3201001005,1,0
8391002001,1,0
8333001026,1,0
8391001020,1,1
8391001038,1,0
8331001030,1,0
3302002008,1,0
8331001021,1,0
8330001058,1,1
3201001008,1,0
3201002027,1,0
8419002071,1,0
8419002071,1,0
8391001017,1,0
8390002004,1,1
8391001056,1,0
3201003008,1,1
8391002001,1,0
8391001086,1,0
8391001107,1,0
3201001008,1,0
8390004001,1,0
2819003001,1,0
8330002089,1,0
8391001065,1,0
8391002021,1,0
8391001051,1,0
8419002092,1,1
8391001075,1,0
8391001075,1,1
