Census Block,#Crimes,#Arrests
8391001067,1,0
8391001096,1,0
3201002005,1,0
3301001004,1,0
3204001010,1,0
3204001018,1,0
8391001072,1,0
8391001080,1,0
3201001016,1,0
2819001001,1,0
3204001015,1,0
3201001016,1,1
3201002026,1,0
8390002003,1,0
3206002017,1,0
3201002024,1,0
8391001072,1,0
8330001012,1,0
8391002004,1,0
3301003018,1,0
8390002001,1,0
8331003024,1,0
8390002004,1,1
8419002090,1,0
8391001092,1,1
8391002021,1,0
3204001010,1,0
3204001018,1,0
3201002024,1,0
8331003032,1,0
8391001025,1,0
8331003032,1,0
8391001043,1,0
8391001049,1,0
8391001031,1,0
8391001081,1,0
3204001004,1,0
8391002006,1,0
3201001016,1,1
8391001041,1,0
8391001075,1,0
8391001075,1,0
8391001075,1,0
8419001062,1,0
3201001016,1,1
3204001021,1,0
8391001035,1,0
8391001035,1,0
3201001016,1,0
8419002071,1,1
8391001035,1,0
3201002032,1,0
8390002001,1,0
8391001038,1,0
3201001016,1,0
3302002009,1,0
8330002114,1,0
3201001016,1,0
8419002074,1,0
3201001016,1,0
8391001035,1,0
3301001002,1,0
3204001010,1,1
3201001016,1,1
8382002012,1,0
8331002004,1,0
8330001038,1,0
2831002002,1,0
8391002016,1,0
8419001052,1,0
8330001068,1,0
817002044,1,0
817002044,1,0
3206002011,1,0
8391001038,1,0
8419002024,1,0
3201002032,1,0
8391001075,1,0
8391001091,1,0
3206002008,1,0
3201001016,1,1
3206001010,1,0
3204001015,1,0
3204001015,1,0
3201002012,1,0
8390002001,1,0
8391001035,1,1
3204001010,1,0
8331001001,1,0
3301003002,1,0
8391001065,1,0
8331001002,1,0
3201002022,1,0
8391002021,1,0
2819001002,1,0
8390004003,1,0
3204001010,1,1
3301001004,1,0
2819001001,1,0
8391001042,1,0
8391001075,1,1
3206002008,1,0
3204001010,1,1
8331003025,1,0
8391001075,1,0
8330002040,1,0
8330002020,1,0
8391001037,1,0
8391001037,1,0
8331002021,1,0
3201002005,1,0
8390002004,1,0
8390002004,1,0
3206002011,1,0
8329002000,1,0
3201001002,1,0
3204001010,1,0
3204001010,1,0
3204001010,1,0
8391001039,1,0
8390001000,1,0
3206002009,1,0
8390002001,1,0
8391001103,1,0
3201001016,1,1
8390001002,1,0
3201002023,1,0
8419002024,1,0
8391001037,1,1
8330002030,1,0
3201001013,1,0
8330001012,1,0
3201002005,1,0
8330002070,1,0
8391002049,1,0
3301001004,1,1
3204001035,1,0
8330002002,1,1
8391001081,1,0
3301001002,1,0
3302002011,1,0
3201004008,1,0
8330001034,1,1
3201001017,1,0
2819001006,1,0
8419002071,1,0
3204001035,1,0
8390001004,1,0
3201001016,1,1
8330002091,1,0
8391001091,1,0
8330002091,1,0
8391001065,1,0
8419001040,1,0
8391001038,1,0
8391001044,1,0
3201001017,1,1
2832001002,1,0
8331001000,1,0
8391001072,1,0
8391002049,1,0
8391001072,1,0
8391001075,1,1
8391001024,1,0
8333001029,1,0
3201001016,1,0
8333001032,1,0
3201001016,1,0
3204001009,1,0
8391001035,1,0
8419001012,1,0
8330002030,1,0
8419002071,1,1
8333001025,1,0
8419002071,1,0
3201001016,1,0
8391001085,1,0
8331001022,1,0
3204001010,1,0
8391002045,1,0
8391001042,1,0
3201001016,1,1
3302002009,1,0
3201001017,1,1
8391002043,1,0
8390002003,1,0
3201002022,1,0
3201002022,1,0
8391001075,1,0
8391001091,1,0
8331001007,1,0
3201001016,1,0
8391001075,1,0
8330002061,1,0
817002047,1,0
3201001016,1,1
8391001081,1,1
8419002026,1,0
3201001016,1,1
8391001065,1,0
3201001016,1,0
8391001090,1,0
3204001035,1,0
3302002010,1,0
3201001016,1,0
3201001016,1,0
8391001083,1,0
8330001012,1,0
8419002074,1,0
3201002026,1,0
3201001016,1,1
8330002038,1,0
3301003010,1,0
8419002090,1,0
8331002019,1,0
8391001080,1,0
3301001003,1,0
2832001018,1,0
8391001076,1,1
2831002002,1,1
2819003001,1,0
8331001017,1,0
8391001080,1,0
8391002005,1,0
8391001090,1,0
3201001016,1,1
8330002011,1,0
3201002022,1,1
8391001091,1,0
3206002016,1,0
8330001059,1,0
3204001010,1,0
8419001056,1,0
8391001086,1,0
8391001089,1,0
8390002004,1,0
8391001063,1,1
3301001010,1,0
3301001009,1,0
3301001003,1,1
2832001003,1,0
8330001012,1,0
3201002030,1,0
3201002030,1,0
3201002024,1,0
8419001011,1,1
8419002071,1,0
8330002054,1,0
8419001052,1,1
8330002016,1,0
8419002072,1,0
3206002011,1,0
3201002005,1,0
3301003005,1,0
8330002015,1,0
8391001078,1,0
8391001075,1,0
3301003011,1,0
816001011,1,0
3201002005,1,0
815003011,1,0
3301003009,1,0
8330002073,1,0
8330002007,1,0
3204001033,1,0
8391001080,1,0
8391001075,1,0
8391001094,1,0
8391001094,1,0
8391001042,1,0
8391001042,1,0
8391001089,1,0
3204001031,1,0
8391001068,1,0
8391001094,1,1
3201003009,1,0
8391001075,1,0
3204001010,1,0
3201002018,1,0
3204001019,1,0
3201001016,1,1
8419002034,1,0
8419001052,1,1
817002044,1,1
3201001016,1,1
8419001012,1,1
2801002001,1,1
2801002027,1,0
8391002049,1,0
8391001080,1,0
3201001013,1,0
8419002023,1,0
8419002023,1,0
8391001049,1,0
3201001016,1,1
8391001049,1,0
3201002015,1,0
3201004020,1,0
8391001075,1,0
3201001016,1,0
8391001104,1,0
8391001024,1,0
3201001016,1,1
3204001009,1,0
8419002024,1,0
8391001091,1,0
8391002016,1,0
3201002030,1,0
8329002022,1,0
8391001065,1,0
8419002024,1,0
3201001016,1,1
816001011,1,0
8391001025,1,0
8391001075,1,0
8333001026,1,0
8391001075,1,0
8331003000,1,0
8391001065,1,0
3204001025,1,0
8391001075,1,0
8391001065,1,0
3201002024,1,0
3204001010,1,0
3201001016,1,0
8391001091,1,0
2832001019,1,0
3201002012,1,0
8391001024,1,0
8391001035,1,1
3201001016,1,1
8391001065,1,0
3201003008,1,0
3206002003,1,0
8419001051,1,0
8330001012,1,0
8419001012,1,0
8330002030,1,0
8391001049,1,0
8391001039,1,0
8419001065,1,0
8391001075,1,0
3301001001,1,0
3204001018,1,0
3201002032,1,0
3201001016,1,0
3204001018,1,0
8391001080,1,0
3201002023,1,0
3201001016,1,0
3204001018,1,0
8391001075,1,1
3204001010,1,0
3204001010,1,0
8391002050,1,0
8390003008,1,0
8329002000,1,0
3201002005,1,0
8331002004,1,0
8390002003,1,0
3201002023,1,0
3204001010,1,0
8330001013,1,0
8419002023,1,0
8391001075,1,1
8330002094,1,0
8331001005,1,0
8391001075,1,0
3201001016,1,0
3201002025,1,0
8419001003,1,0
3201001016,1,0
8390003007,1,0
8391001057,1,1
8390004001,1,1
8390003007,1,0
8391001049,1,0
3201002032,1,0
8390002004,1,1
8331001023,1,0
8329001009,1,1
8329001009,1,1
3201001008,1,0
817002044,1,0
3206002009,1,0
8330002073,1,0
3206002011,1,0
816001011,1,0
3204001015,1,0
3206002011,1,0
815003012,1,0
3201001016,1,1
8419002027,1,0
8391001033,1,0
815003010,1,0
8330002040,1,0
3204001010,1,0
3206001004,1,0
3301001004,1,0
3201001015,1,1
2819001003,1,0
8330001069,1,0
8329002022,1,0
8333001034,1,0
8391001050,1,0
8419002023,1,0
8391001033,1,0
8390001000,1,0
8331001021,1,0
8331001021,1,0
8331002017,1,0
8391001075,1,0
3206001010,1,0
8391001057,1,0
8391001017,1,0
8391001077,1,0
8419002013,1,0
8331001021,1,0
8419001052,1,0
8391001085,1,0
3201002030,1,0
3204001035,1,0
8391002025,1,0
8391001065,1,0
8419001056,1,0
3201002030,1,0
3201002030,1,0
8330001069,1,0
8391002014,1,0
8391001090,1,0
8391001021,1,0
8391001021,1,0
3201001016,1,0
3302002007,1,0
3201002023,1,0
3201001016,1,1
8330001012,1,0
3201001017,1,0
8330001012,1,0
3201002015,1,0
3201002015,1,0
3201001016,1,1
8390002003,1,1
2819003015,1,0
8391001067,1,0
8391002049,1,0
8331002004,1,0
3206002008,1,0
8391001070,1,0
8391001047,1,0
8391001076,1,0
3302002001,1,0
8419002091,1,1
2819003001,1,0
3201002023,1,0
2819003000,1,0
8391001051,1,0
3204001010,1,0
3201001016,1,0
3201001016,1,1
8391001068,1,0
8391001068,1,0
3204001007,1,0
8391001089,1,0
8390002004,1,0
8391001067,1,0
8391001075,1,0
8331002004,1,0
8391001030,1,0
8391001024,1,0
8330002040,1,0
8391001080,1,0
3204001004,1,0
8391001065,1,0
3201001016,1,1
3201001016,1,1
3204001010,1,0
8391001031,1,0
8391001031,1,0
817002044,1,0
3201002022,1,0
3302002007,1,0
8330001012,1,0
3206002011,1,0
3204001007,1,0
2801002001,1,0
8391001091,1,0
8391001091,1,1
3201002029,1,0
8331003034,1,0
2801001001,1,0
3201001016,1,0
8391001066,1,0
2838001001,1,0
3204001035,1,0
8391001099,1,0
8391001017,1,1
8329002024,1,0
8331003036,1,0
3301001004,1,0
8391001075,1,0
8391001090,1,0
8419002024,1,0
3201001016,1,1
2801002024,1,0
8391001063,1,0
3206002016,1,0
3201001016,1,0
3204001010,1,1
8391001091,1,1
8329002015,1,0
8391001075,1,0
8382002045,1,0
8391001098,1,0
3206002005,1,0
8391001089,1,0
3204001035,1,0
8391001082,1,0
3204001009,1,0
8330001012,1,0
8391001075,1,0
3201001017,1,0
8330001012,1,0
8419002074,1,0
8331001027,1,0
8333001017,1,0
3201002026,1,0
3204001010,1,1
3201001016,1,1
8391001075,1,1
8333001030,1,0
3301001004,1,0
8331002017,1,0
815003012,1,0
8391002016,1,0
3301003011,1,0
8391001035,1,0
8419001056,1,1
8333001022,1,1
3204001043,1,0
8391001090,1,0
8391001075,1,0
3204001019,1,0
8419001053,1,0
3201003004,1,0
817002042,1,0
8390004001,1,0
8391001075,1,0
8331002010,1,0
3201001017,1,0
3201001017,1,0
8391001075,1,0
8330002039,1,0
8391001104,1,0
3201002029,1,0
3201002029,1,0
3201002023,1,0
8391001090,1,0
3301001002,1,0
8391001075,1,0
3201002005,1,0
3201001016,1,1
8391001104,1,0
8391001075,1,0
8391001075,1,0
8391001035,1,0
8391001068,1,0
8391001043,1,1
8391001033,1,0
8391001075,1,0
8391001081,1,1
8331002004,1,0
3201002026,1,0
8330001016,1,0
3302002008,1,0
8391002050,1,0
2819001001,1,1
8390002004,1,0
8419002074,1,0
3204001009,1,1
8390002003,1,0
8391001075,1,0
2801002027,1,0
3201002032,1,0
3201001008,1,0
8333001030,1,0
8331003025,1,0
8390002003,1,0
8419002091,1,1
3301001002,1,1
8330001025,1,0
8390002000,1,0
8391001075,1,0
8391001106,1,0
8390002001,1,0
8391001103,1,0
8391001094,1,0
8391001085,1,1
8391001072,1,0
8391001048,1,0
8419002074,1,0
8330001037,1,0
8391001065,1,0
8419002071,1,1
8330001033,1,0
8330001033,1,0
8419002071,1,1
3201001016,1,1
3201002029,1,0
8419002024,1,0
8391001051,1,0
2819003015,1,0
3204001004,1,0
8419001011,1,0
3301001002,1,0
8391001075,1,0
8390002001,1,1
8381002042,1,0
8333001012,1,0
8330002031,1,0
3301001004,1,1
8419001052,1,0
8330002030,1,1
8331001023,1,1
8391001057,1,0
8419002091,1,1
8419002071,1,0
8419002024,1,0
3201001016,1,0
2819001002,1,0
2819003015,1,1
3204001015,1,0
3302002011,1,0
3204001015,1,0
3302002011,1,0
3201002026,1,0
8391001065,1,0
3201001016,1,0
3201001016,1,0
3201002022,1,0
3201001016,1,0
2838001001,1,0
3201001016,1,0
3201001013,1,0
8391001021,1,0
3201001016,1,0
8330002040,1,0
8391001075,1,1
8330001023,1,0
3204001020,1,1
8419002011,1,1
8391001065,1,0
3201001013,1,0
8333001030,1,0
8391001080,1,0
3201002025,1,0
8330002030,1,0
8391001080,1,0
8333001034,1,0
3201004001,1,0
3201001016,1,1
8391001080,1,0
8390002001,1,0
8391001075,1,1
3204001010,1,0
8391001067,1,0
3201001013,1,0
3201001013,1,0
3201001016,1,1
8331001002,1,0
8419002024,1,1
8331001010,1,0
8391001080,1,0
8331002004,1,0
3206002011,1,0
3302002002,1,0
8333001034,1,0
8331002004,1,1
3201001016,1,0
3201001016,1,1
2832001010,1,0
3201002012,1,0
8419002019,1,0
3204001020,1,0
8391001075,1,0
3201004003,1,1
2819003015,1,1
3201002022,1,0
8391001038,1,1
8331002010,1,0
8391002008,1,0
8391002008,1,0
3201001013,1,0
2832001003,1,0
8391001037,1,0
3204001010,1,1
3201002029,1,0
3201001020,1,0
8391001076,1,0
8331003035,1,0
8391002015,1,0
8419002023,1,0
8419002024,1,0
3301001002,1,0
8391001045,1,0
8419002024,1,0
8391001038,1,0
3201001016,1,1
3201001016,1,0
8330001034,1,0
3204001012,1,0
8391001024,1,0
8391001024,1,0
8331003008,1,1
3201001016,1,0
3201001016,1,0
3201002029,1,0
3301001009,1,0
8331003017,1,0
3201001016,1,0
8391001051,1,0
8391001018,1,0
8391001026,1,0
8391001024,1,0
8391001090,1,0
8391001040,1,0
8391001075,1,1
8391001090,1,0
8331001008,1,0
3201002029,1,0
3201001013,1,0
8391001090,1,0
8330001012,1,0
3201002022,1,0
3301001001,1,0
817002044,1,0
3201002030,1,0
3301001004,1,0
3201002022,1,0
8419002073,1,0
2832001003,1,0
8391001065,1,0
3206002011,1,0
8419002092,1,1
8391001020,1,0
8331001019,1,0
8391001103,1,0
3201001016,1,1
8330001044,1,0
3201002023,1,0
3204001010,1,0
3201001016,1,0
8391002008,1,0
3206002008,1,0
3201003011,1,0
2819003001,1,0
8391001036,1,0
2819003005,1,0
2819003005,1,0
8391001075,1,0
3201003004,1,0
8331003018,1,0
8391001075,1,0
8391002013,1,0
2801001013,1,0
8391001049,1,0
8391001070,1,0
8391002025,1,0
8419002024,1,0
3201001016,1,1
3201001008,1,0
8391001080,1,0
8391001104,1,0
8391001036,1,0
8331003011,1,0
8330002040,1,0
2819001002,1,0
8419002026,1,0
3204001038,1,0
3204001010,1,0
3204001018,1,0
8391001061,1,0
2819001001,1,0
3301001002,1,0
3201001010,1,0
8391002049,1,0
3201001016,1,1
3201001016,1,1
8391001091,1,0
8391001041,1,0
8331001019,1,0
8331002004,1,1
8391001072,1,0
8391002049,1,0
8391001024,1,0
8419002023,1,1
8390002003,1,0
3302002001,1,1
8330002061,1,0
8391001057,1,0
817002051,1,1
3206002011,1,0
8390002001,1,0
8391002049,1,0
8419002029,1,0
3201002018,1,0
8391001057,1,0
3201001016,1,1
3201004018,1,0
8391001098,1,0
2831001007,1,0
8330001070,1,0
8330001033,1,0
3201001013,1,0
8390002003,1,0
3201001016,1,1
8391001075,1,0
3201002032,1,0
3201001008,1,0
3206002008,1,0
3206002016,1,0
8419002024,1,0
3204001010,1,0
2819001028,1,0
8391001017,1,0
3302002001,1,0
8391001075,1,0
8391001081,1,0
3301003009,1,0
3206001010,1,0
8391001080,1,1
8391001024,1,0
8390002003,1,0
8330001070,1,0
3201002022,1,0
8419002002,1,0
3204001010,1,0
8330001012,1,0
8391001062,1,0
3204001006,1,0
8391001075,1,0
8390003008,1,1
8331001017,1,0
8331001008,1,0
8391001056,1,0
8391001038,1,0
3204001010,1,0
8391002001,1,0
3201001016,1,1
8330002030,1,0
8330001072,1,0
8391002049,1,0
3201002022,1,1
3206002009,1,0
3201001002,1,0
8331001022,1,0
8391001035,1,0
3204001006,1,0
3201002015,1,0
8391001075,1,0
3206002017,1,0
3204001005,1,0
8390003008,1,0
3201002024,1,0
8330001020,1,0
8419002024,1,0
3201002024,1,0
3201001016,1,0
8330001009,1,0
8419002024,1,0
8391001075,1,0
3301001004,1,0
8419002024,1,0
8391001020,1,0
3201001016,1,0
8419002024,1,0
8419002090,1,0
3201002027,1,0
3204001011,1,0
8391001021,1,0
3201003011,1,0
8391001075,1,0
8391001075,1,0
8391001055,1,0
3201001016,1,1
8391001024,1,0
8419002071,1,0
3204001019,1,0
8391001042,1,0
8391001069,1,0
3201002007,1,0
2831001007,1,0
8391002049,1,0
8331002015,1,0
8330002030,1,0
8391001094,1,0
3201001016,1,0
8330001019,1,0
3301001002,1,0
8391001067,1,0
3204001029,1,0
3301004017,1,0
3201002015,1,0
8391001075,1,0
3301004017,1,1
8419002024,1,0
3201003011,1,0
3201001016,1,1
3301004017,1,0
8391001038,1,0
8391001091,1,0
8391001024,1,0
3201001016,1,0
3201001008,1,0
8419002028,1,0
8391002008,1,0
3201001013,1,0
8330001033,1,0
8390003002,1,0
3301001004,1,0
8391002008,1,0
8419002090,1,0
3204001044,1,0
3301001003,1,0
3301001002,1,1
3201001013,1,0
3201001016,1,0
8391001067,1,0
8391001037,1,0
8391001075,1,0
3204001036,1,0
3301001002,1,1
3201002012,1,0
8391001037,1,0
8331001008,1,0
3301003014,1,0
3204001007,1,0
8391001091,1,0
8391001091,1,0
3201001016,1,1
3201001016,1,1
3204001010,1,1
3201001016,1,1
3201001016,1,1
3201001016,1,1
8391002049,1,0
3301001004,1,0
3301003002,1,0
8391001091,1,0
8330002011,1,0
8391001042,1,0
2831001000,1,1
3201002012,1,0
3206002008,1,0
3206002011,1,0
8391002025,1,0
8391001028,1,0
3201001016,1,1
8391001080,1,0
8391002025,1,0
8391002025,1,0
3201001013,1,0
8391002012,1,0
3206002009,1,0
8391001091,1,1
3301001004,1,0
8330002040,1,0
3201001016,1,0
3301001002,1,0
8391001038,1,0
3201001016,1,1
3301001001,1,0
8391001096,1,0
3201003010,1,1
8331002004,1,0
3201002029,1,0
8331001022,1,0
3301001004,1,0
3301004006,1,0
2831002002,1,0
3201002022,1,0
8331003022,1,0
3201001013,1,1
8391002050,1,0
3301004011,1,0
8391002012,1,0
3201001016,1,0
3204001009,1,0
8391001091,1,0
8391001080,1,0
3201001022,1,0
8391002014,1,0
8391001035,1,0
3204001009,1,0
3204001009,1,0
8390001000,1,0
8391001075,1,0
8391001075,1,1
8419002071,1,0
3201002016,1,0
8391002025,1,1
8419002071,1,0
8391001091,1,1
3204001009,1,0
3206002017,1,0
3201002029,1,0
3201001016,1,1
8391001026,1,0
3204001015,1,0
3201002022,1,1
3201001013,1,0
8419002071,1,0
3301003008,1,0
8419001056,1,0
3201003008,1,0
2819003015,1,1
3201003008,1,0
3206002012,1,0
3201001016,1,1
8391001075,1,0
3301001002,1,0
3301001007,1,1
3301002005,1,0
8391001080,1,0
8390003008,1,0
8331001024,1,0
3206002003,1,0
3206002009,1,0
8390002003,1,0
8391001080,1,0
8419002018,1,0
8391001042,1,0
3201001016,1,0
3204001015,1,0
3204001015,1,0
3204001010,1,0
3204001015,1,0
8330001012,1,0
3201001016,1,1
3206002011,1,0
3201001022,1,0
3201002019,1,0
8391001075,1,0
3301003009,1,1
8330002106,1,0
8419001006,1,0
8331001011,1,0
8391001024,1,0
814031007,1,0
8391001092,1,1
8391001085,1,0
3206002011,1,0
8391001091,1,0
8419002018,1,0
3201001016,1,1
3201001015,1,0
3201002031,1,0
8391001091,1,0
3204001006,1,0
8330002031,1,0
8419002071,1,0
8419002024,1,0
3204001006,1,0
8391001080,1,0
3201002024,1,0
3201001016,1,1
8330001001,1,0
8330002040,1,0
3201002015,1,0
8390004004,1,0
2819001002,1,0
3201001016,1,0
3206001008,1,0
3201001016,1,1
2801001010,1,0
3204001010,1,0
8391001056,1,0
8391001056,1,0
8419002024,1,0
8391001080,1,0
8419002024,1,0
8391001080,1,0
3201001016,1,0
8419002071,1,0
3301001004,1,0
8330001074,1,0
8390004005,1,0
8390001001,1,0
8391001017,1,0
8382002045,1,0
2831002007,1,0
8330002037,1,0
8330002030,1,1
3301003009,1,0
8390001003,1,0
3204001018,1,1
3206002009,1,0
8391001017,1,0
3201001008,1,0
3302002011,1,1
3301003000,1,0
8391001038,1,0
3201002026,1,0
8391001075,1,0
8391001075,1,0
8391001038,1,0
8391001075,1,1
8391001075,1,0
3201001016,1,1
3201001016,1,1
8391001075,1,0
8331001022,1,0
8331001022,1,0
8391001038,1,0
3204001036,1,1
3201003011,1,0
3201001008,1,0
8391001049,1,0
3204001006,1,1
3302002000,1,0
8330001009,1,0
3201001018,1,0
3201002019,1,0
8390002004,1,0
3206002008,1,0
3301003011,1,0
3206002009,1,0
3201002019,1,1
3201002022,1,0
8419001053,1,0
8391001075,1,0
3301001002,1,0
3206002000,1,0
3301001002,1,0
8391001066,1,0
8391001021,1,0
8390003010,1,0
3201001016,1,1
8391001047,1,0
3301001004,1,0
3204001010,1,0
815003010,1,0
8331002019,1,0
815003011,1,0
815003011,1,0
8391001103,1,0
8391002028,1,0
3201002015,1,0
8419002090,1,0
8329001012,1,0
8330002050,1,0
3204001003,1,0
8391001038,1,1
8390001002,1,0
8330001053,1,0
8391002025,1,1
8331001022,1,0
3204001036,1,0
8391002045,1,0
8391001035,1,0
3201001016,1,0
3201001016,1,1
8391001061,1,0
8391001080,1,0
8419001056,1,0
8330002026,1,0
3206001009,1,0
8419001004,1,1
3201001016,1,0
3201002007,1,0
2819001002,1,0
3204001038,1,0
3204001010,1,1
8391001103,1,1
3204001010,1,1
3301004017,1,0
2819003015,1,0
3204001010,1,0
8391002014,1,0
8419001052,1,0
8419001066,1,0
3201003008,1,0
8419002024,1,1
3204001007,1,0
8391001024,1,0
3301001004,1,0
8391001024,1,0
3204001038,1,1
8391001017,1,0
3204001015,1,0
3204001006,1,0
8391001049,1,0
3201002032,1,0
8419001056,1,0
8391001096,1,0
3201003008,1,0
3301003014,1,0
8391001072,1,0
8391001035,1,0
8391001105,1,0
3201001016,1,1
3204001009,1,0
8330001033,1,0
3201001016,1,1
3201002012,1,0
8331003024,1,0
8391001103,1,0
8391001065,1,0
8391002050,1,0
3204001007,1,0
816001011,1,0
8390003010,1,0
3201002012,1,0
8390002004,1,0
3201002012,1,0
3201002032,1,0
3201002012,1,0
8391001104,1,0
8391001098,1,0
3201002012,1,0
8391001045,1,0
8391001049,1,0
8330002039,1,0
8391001051,1,0
8391001068,1,0
2832001010,1,0
3201001016,1,0
3201002032,1,0
2831001001,1,0
8330001062,1,0
8391002025,1,1
3301001009,1,0
8391001060,1,0
3302002000,1,0
8391001060,1,0
8391001075,1,0
8391001091,1,0
8330001063,1,0
8391001075,1,1
8391001024,1,0
8419002090,1,0
3204001032,1,0
8390002001,1,0
8419002024,1,0
8391001103,1,0
8419002096,1,0
8391002028,1,0
8391001103,1,0
8391001065,1,0
8419002092,1,1
8391001091,1,0
8391001091,1,0
8391001043,1,0
8419002024,1,0
8390002000,1,0
8391001092,1,0
3201002022,1,0
2819001002,1,0
8419002063,1,0
8419002024,1,0
8419001052,1,1
3201001016,1,0
3204001036,1,0
3201001013,1,0
3302002006,1,0
8391002043,1,1
3201001016,1,0
3201001016,1,1
3201001016,1,0
8330001069,1,0
3201002029,1,0
3301003008,1,0
8391001103,1,1
8419002023,1,0
8331002003,1,0
8391001075,1,0
8391001038,1,0
2801001000,1,1
8330001023,1,0
8419002071,1,1
8390002003,1,0
3204001006,1,0
8419001054,1,0
3201001016,1,1
8331002021,1,0
2831002002,1,0
8390002003,1,0
8391001037,1,0
8333001030,1,0
8391001104,1,0
8391001049,1,0
8330001012,1,0
8331001028,1,0
8330001012,1,0
3301004017,1,0
8391001080,1,0
8391001017,1,0
8391001031,1,0
8391001038,1,0
8391001076,1,0
8391001032,1,0
8390004004,1,0
3204001035,1,0
8391002028,1,0
8391001035,1,1
3301003008,1,0
8390001006,1,0
8419001054,1,0
8391001077,1,0
8391001075,1,0
8331001023,1,0
3201001016,1,0
3201001016,1,1
8391001042,1,1
8391001024,1,0
3204001035,1,1
8419002050,1,0
8330001070,1,0
8391002025,1,0
3201001016,1,1
8330001063,1,0
8330001053,1,0
2819003015,1,1
8331002004,1,0
8419002024,1,0
3204001011,1,0
8391001038,1,0
8391001089,1,1
8419002024,1,0
3204001010,1,1
3204001035,1,0
8419002024,1,0
3201002012,1,0
3201002019,1,0
8419002030,1,0
3206001008,1,0
3301001004,1,0
8391002022,1,0
3201001017,1,1
8419002092,1,1
3201001016,1,1
8419002024,1,0
8419001003,1,1
8419002090,1,0
8331001014,1,0
8330001069,1,1
8419001003,1,0
8419001052,1,1
3301001004,1,1
3206002009,1,0
2831001007,1,0
8391001075,1,0
3201001016,1,0
3204001010,1,0
3301003000,1,0
3301001002,1,1
3204001009,1,0
2819003001,1,0
8391001075,1,1
3301001004,1,0
8391001080,1,0
3206001009,1,0
8330001069,1,1
3204001011,1,0
8331001008,1,0
3201001016,1,1
8390002004,1,0
3201001016,1,1
8330002011,1,0
8391001037,1,0
8390002001,1,0
8391001075,1,0
8391001075,1,1
8390004002,1,0
3201001016,1,1
8391001070,1,0
3301001004,1,0
3201002023,1,0
8331002004,1,1
8391001075,1,1
8331001012,1,0
3201001016,1,1
8391001091,1,0
3201002023,1,0
8331001028,1,1
3302002001,1,0
818003026,1,0
3201001016,1,0
3201001016,1,0
8419002024,1,1
8391001102,1,0
8391001075,1,1
8331001028,1,0
3204001035,1,0
815003011,1,0
8391001065,1,0
3302002001,1,1
8419002071,1,0
8391001068,1,0
3204001010,1,0
8391002025,1,0
8391001041,1,0
8330001034,1,0
8391001080,1,0
3201001016,1,1
3201001016,1,1
8331003035,1,0
3201002026,1,0
8391001075,1,0
3301001004,1,0
3301001004,1,0
8331001023,1,0
3201002023,1,0
8331002003,1,0
8391001020,1,0
8330001057,1,0
816001011,1,0
8330001034,1,0
2801002024,1,0
3301003009,1,0
3201002022,1,0
8419002018,1,0
8390003008,1,0
8419001052,1,0
8419002090,1,0
3204001033,1,0
3301001004,1,1
8331001028,1,0
815003012,1,0
3301001004,1,1
8419002090,1,0
8419002092,1,0
8390001006,1,0
3201002014,1,0
8331003002,1,0
8391002008,1,0
8391001080,1,1
3301001004,1,0
8419002071,1,0
8391001036,1,0
2819001006,1,0
3201003008,1,0
3201001016,1,0
3204001043,1,0
8391001066,1,0
8391001075,1,1
8330001022,1,0
8419002071,1,1
8391001075,1,0
8391001024,1,0
8391001031,1,0
8331002004,1,1
3201002024,1,0
3201002026,1,0
8331003002,1,0
2819001001,1,0
2819001001,1,0
3204001008,1,0
8391001090,1,0
8391001061,1,0
8391001103,1,0
8391001091,1,1
8391001021,1,0
3301001004,1,0
8391001057,1,0
8419002018,1,0
8419002071,1,1
8391002011,1,0
3201002005,1,0
3204001011,1,0
3301001001,1,0
8390003002,1,0
3302002010,1,0
3204001010,1,0
3201001022,1,0
8391001020,1,0
8419002027,1,0
8391002001,1,0
8390002001,1,1
8391002030,1,0
8419002024,1,0
3204001010,1,0
8391001080,1,0
8391001095,1,0
8391002011,1,0
8391001035,1,0
8390002004,1,1
3204001036,1,0
8391001075,1,0
8333001022,1,0
3201001008,1,0
3201001016,1,0
8391001049,1,0
8330002027,1,0
3201001016,1,1
8330002030,1,0
3204001034,1,0
3204001006,1,0
8330001020,1,0
8391001038,1,1
3201001013,1,0
3201001013,1,0
3204001019,1,1
8391002025,1,1
3206002013,1,1
8391001036,1,0
8391001080,1,0
8391001081,1,0
8391001080,1,0
3204001009,1,0
8331003025,1,0
8391002049,1,0
3204001007,1,0
8391001077,1,0
8390002003,1,1
8391002025,1,0
3201001016,1,0
3201002027,1,0
3206001008,1,0
3201001018,1,0
8419002023,1,0
8330001026,1,1
3301003009,1,0
817002044,1,0
8390002003,1,0
8330002030,1,0
814031007,1,0
8330002067,1,0
3301004017,1,0
8390002001,1,0
8391001102,1,1
3302002011,1,0
3204001010,1,0
8391001091,1,0
8391001075,1,0
3201002032,1,0
8391001091,1,1
3201002015,1,0
8419002024,1,0
8391001038,1,0
3201001016,1,1
8391001102,1,0
8419002074,1,0
8391002002,1,0
3206002017,1,0
3204001006,1,0
8391001086,1,0
8391001075,1,0
3201001016,1,0
2819003002,1,0
8419002019,1,0
8391002010,1,0
8390002001,1,0
8391001033,1,0
8391001038,1,0
8391002046,1,0
